FinancialYear,HBT2014,HBT2014QF,ICD10Codes,ICD10CodesQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsRates,HospitalResidentsRatesQF
2007/08,S08000022, ,F00 - F09 or Chapter G and second position F00, ,220,69.89, ,190,60.36, ,80,25.41, 
2007/08,S08000022, ,Non F Codes, ,70,22.24, ,60,19.06, ,10,3.18, 
2007/08,S08000022, ,"F50 - F59, F70 - F99", ,20,6.35, ,10,3.18, ,10,3.18, 
2007/08,S08000022, ,F20 - F29, ,260,82.59, ,200,63.53, ,80,25.41, 
2007/08,S08000023, ,All Codes,d,2450,381.89, ,1680,261.87, ,450,70.14, 
2007/08,S08000023, ,F60 - F69, ,70,10.91, ,30,4.68, ,10,1.56, 
2007/08,S08000023, ,F10 - F19, ,440,68.58, ,320,49.88, ,30,4.68, 
2007/08,S08000023, ,F30 - F39, ,850,132.49, ,570,88.85, ,90,14.03, 
2007/08,S08000023, ,F40 - F49, ,180,28.06, ,120,18.7, ,10,1.56, 
2007/08,S08000023, ,F00 - F09 or Chapter G and second position F00, ,290,45.2, ,230,35.85, ,160,24.94, 
2007/08,S08000023, ,Non F Codes, ,130,20.26, ,90,14.03, ,30,4.68, 
2007/08,S08000023, ,"F50 - F59, F70 - F99", ,20,3.12, ,20,3.12, ,0,0, 
2007/08,S08000023, ,F20 - F29, ,470,73.26, ,290,45.2, ,130,20.26, 
2007/08,S08000024, ,All Codes,d,3880,484.13, ,2740,341.88, ,690,86.1, 
2007/08,S08000024, ,F60 - F69, ,220,27.45, ,120,14.97, ,20,2.5, 
2007/08,S08000024, ,F10 - F19, ,720,89.84, ,560,69.87, ,30,3.74, 
2007/08,S08000024, ,F30 - F39, ,950,118.54, ,680,84.85, ,110,13.73, 
2007/08,S08000024, ,F40 - F49, ,230,28.7, ,180,22.46, ,20,2.5, 
2007/08,S08000024, ,F00 - F09 or Chapter G and second position F00, ,720,89.84, ,500,62.39, ,270,33.69, 
2007/08,S08000024, ,Non F Codes, ,90,11.23, ,80,9.98, ,40,4.99, 
2007/08,S08000024, ,"F50 - F59, F70 - F99", ,60,7.49, ,40,4.99, ,10,1.25, 
2007/08,S08000024, ,F20 - F29, ,890,111.05, ,590,73.62, ,200,24.96, 
2007/08,S08000027, ,All Codes,d,2130,534.67, ,1570,394.1, ,360,90.37, 
2007/08,S08000027, ,F60 - F69, ,110,27.61, ,50,12.55, ,10,2.51, 
2007/08,S08000027, ,F10 - F19, ,520,130.53, ,380,95.39, ,20,5.02, 
2007/08,S08000027, ,F30 - F39, ,550,138.06, ,380,95.39, ,80,20.08, 
2007/08,S08000027, ,F40 - F49, ,130,32.63, ,100,25.1, ,10,2.51, 
2007/08,S08000027, ,F00 - F09 or Chapter G and second position F00, ,310,77.82, ,280,70.28, ,120,30.12, 
2007/08,S08000027, ,Non F Codes, ,90,22.59, ,70,17.57, ,20,5.02, 
2007/08,S08000027, ,"F50 - F59, F70 - F99", ,20,5.02, ,20,5.02, ,10,2.51, 
2007/08,S08000027, ,F20 - F29, ,390,97.9, ,280,70.28, ,100,25.1, 
2007/08,S08000028, ,All Codes,d,100,367.51, ,80,294.01, ,20,73.5, 
2007/08,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2007/08,S08000028, ,F10 - F19, ,10,36.75, ,10,36.75, ,0,0, 
2007/08,S08000028, ,F30 - F39, ,40,147, ,30,110.25, ,0,0, 
2007/08,S08000028, ,F40 - F49, ,0,0, ,0,0, ,0,0, 
2007/08,S08000028, ,F00 - F09 or Chapter G and second position F00, ,30,110.25, ,20,73.5, ,20,73.5, 
2007/08,S08000028, ,Non F Codes, ,0,0, ,0,0, ,0,0, 
2007/08,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2007/08,S08000028, ,F20 - F29, ,20,73.5, ,10,36.75, ,0,0, 
2007/08,S92000003,d,All Codes,d,24040,464.99, ,16820,325.34, ,4600,88.97, 
2007/08,S92000003,d,F60 - F69, ,1320,25.53, ,680,13.15, ,110,2.13, 
2007/08,S92000003,d,F10 - F19, ,4130,79.88, ,3140,60.74, ,240,4.64, 
2007/08,S92000003,d,F30 - F39, ,6420,124.18, ,4500,87.04, ,730,14.12, 
2007/08,S92000003,d,F40 - F49, ,1480,28.63, ,1110,21.47, ,100,1.93, 
2007/08,S92000003,d,F00 - F09 or Chapter G and second position F00, ,3370,65.18, ,2680,51.84, ,1530,29.59, 
2007/08,S92000003,d,Non F Codes, ,1490,28.82, ,1050,20.31, ,410,7.93, 
2007/08,S92000003,d,"F50 - F59, F70 - F99", ,320,6.19, ,230,4.45, ,80,1.55, 
2007/08,S92000003,d,F20 - F29, ,5520,106.77, ,3430,66.34, ,1400,27.08, 
2007/08,SB0802, ,All Codes,d,120, ,:,110, ,:,180, ,:
2007/08,SB0802, ,F60 - F69, ,0, ,:,0, ,:,10, ,:
2007/08,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2007/08,SB0802, ,F30 - F39, ,20, ,:,10, ,:,0, ,:
2007/08,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2007/08,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
2007/08,SB0802, ,Non F Codes, ,0, ,:,0, ,:,20, ,:
2007/08,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,20, ,:
2007/08,SB0802, ,F20 - F29, ,80, ,:,80, ,:,120, ,:
2008/09,S08000015, ,All Codes,d,1640,440.73, ,1200,322.49, ,270,72.56, 
2008/09,S08000015, ,F60 - F69, ,100,26.87, ,50,13.44, ,10,2.69, 
2008/09,S08000015, ,F10 - F19, ,430,115.56, ,330,88.68, ,20,5.37, 
2008/09,S08000015, ,F30 - F39, ,360,96.75, ,270,72.56, ,30,8.06, 
2008/09,S08000015, ,F40 - F49, ,130,34.94, ,100,26.87, ,10,2.69, 
2008/09,S08000015, ,F00 - F09 or Chapter G and second position F00, ,190,51.06, ,160,43, ,100,26.87, 
2008/09,S08000015, ,Non F Codes, ,60,16.12, ,40,10.75, ,30,8.06, 
2008/09,S08000015, ,"F50 - F59, F70 - F99", ,20,5.37, ,10,2.69, ,0,0, 
2008/09,S08000015, ,F20 - F29, ,350,94.06, ,220,59.12, ,60,16.12, 
2008/09,S08000016, ,All Codes,d,670,591.04, ,440,388.14, ,90,79.39, 
2008/09,S08000016, ,F60 - F69, ,40,35.29, ,20,17.64, ,0,0, 
2008/09,S08000016, ,F10 - F19, ,80,70.57, ,70,61.75, ,0,0, 
2008/09,S08000016, ,F30 - F39, ,120,105.86, ,90,79.39, ,20,17.64, 
2008/09,S08000016, ,F40 - F49, ,60,52.93, ,50,44.11, ,0,0, 
2008/09,S08000016, ,F00 - F09 or Chapter G and second position F00, ,150,132.32, ,110,97.04, ,30,26.46, 
2008/09,S08000016, ,Non F Codes, ,20,17.64, ,20,17.64, ,10,8.82, 
2008/09,S08000016, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2008/09,S08000016, ,F20 - F29, ,190,167.61, ,80,70.57, ,30,26.46, 
2008/09,S08000017, ,All Codes,d,600,397.32, ,460,304.62, ,100,66.22, 
2008/09,S08000017, ,F60 - F69, ,80,52.98, ,40,26.49, ,10,6.62, 
2008/09,S08000017, ,F10 - F19, ,90,59.6, ,70,46.35, ,0,0, 
2008/09,S08000017, ,F30 - F39, ,120,79.46, ,90,59.6, ,20,13.24, 
2008/09,S08000017, ,F40 - F49, ,110,72.84, ,80,52.98, ,0,0, 
2008/09,S08000017, ,F00 - F09 or Chapter G and second position F00, ,100,66.22, ,80,52.98, ,30,19.87, 
2008/09,S08000017, ,Non F Codes, ,20,13.24, ,20,13.24, ,10,6.62, 
2008/09,S08000017, ,"F50 - F59, F70 - F99", ,10,6.62, ,10,6.62, ,0,0, 
2008/09,S08000017, ,F20 - F29, ,80,52.98, ,70,46.35, ,30,19.87, 
2008/09,S08000018, ,All Codes,d,1490,413.83, ,1070,297.18, ,270,74.99, 
2008/09,S08000018, ,F60 - F69, ,70,19.44, ,40,11.11, ,0,0, 
2008/09,S08000018, ,F10 - F19, ,230,63.88, ,170,47.22, ,10,2.78, 
2008/09,S08000018, ,F30 - F39, ,350,97.21, ,260,72.21, ,30,8.33, 
2008/09,S08000018, ,F40 - F49, ,190,52.77, ,130,36.11, ,0,0, 
2008/09,S08000018, ,F00 - F09 or Chapter G and second position F00, ,220,61.1, ,170,47.22, ,110,30.55, 
2008/09,S08000018, ,Non F Codes, ,80,22.22, ,60,16.66, ,30,8.33, 
2008/09,S08000018, ,"F50 - F59, F70 - F99", ,20,5.55, ,10,2.78, ,0,0, 
2008/09,S08000018, ,F20 - F29, ,350,97.21, ,210,58.33, ,80,22.22, 
2008/09,S08000019, ,All Codes,d,1140,389.05, ,820,279.84, ,220,75.08, 
2008/09,S08000019, ,F60 - F69, ,130,44.37, ,60,20.48, ,10,3.41, 
2008/09,S08000019, ,F10 - F19, ,220,75.08, ,170,58.02, ,10,3.41, 
2008/09,S08000019, ,F30 - F39, ,230,78.49, ,170,58.02, ,20,6.83, 
2008/09,S08000019, ,F40 - F49, ,90,30.71, ,70,23.89, ,0,0, 
2008/09,S08000019, ,F00 - F09 or Chapter G and second position F00, ,150,51.19, ,130,44.37, ,80,27.3, 
2008/09,S08000019, ,Non F Codes, ,40,13.65, ,40,13.65, ,20,6.83, 
2008/09,S08000019, ,"F50 - F59, F70 - F99", ,20,6.83, ,20,6.83, ,0,0, 
2008/09,S08000019, ,F20 - F29, ,250,85.32, ,170,58.02, ,80,27.3, 
2008/09,S08000020, ,All Codes,d,1920,346.76, ,1440,260.07, ,310,55.99, 
2008/09,S08000020, ,F60 - F69, ,80,14.45, ,60,10.84, ,0,0, 
2008/09,S08000020, ,F10 - F19, ,150,27.09, ,120,21.67, ,10,1.81, 
2008/09,S08000020, ,F30 - F39, ,670,121.01, ,510,92.11, ,70,12.64, 
2008/09,S08000020, ,F40 - F49, ,110,19.87, ,80,14.45, ,20,3.61, 
2008/09,S08000020, ,F00 - F09 or Chapter G and second position F00, ,320,57.79, ,290,52.38, ,80,14.45, 
2008/09,S08000020, ,Non F Codes, ,40,7.22, ,40,7.22, ,10,1.81, 
2008/09,S08000020, ,"F50 - F59, F70 - F99", ,20,3.61, ,20,3.61, ,0,0, 
2008/09,S08000020, ,F20 - F29, ,530,95.72, ,330,59.6, ,110,19.87, 
2008/09,S08000021, ,All Codes,d,6440,576.63, ,4730,423.52, ,1180,105.66, 
2008/09,S08000021, ,F60 - F69, ,380,34.02, ,200,17.91, ,20,1.79, 
2008/09,S08000021, ,F10 - F19, ,1300,116.4, ,1060,94.91, ,70,6.27, 
2008/09,S08000021, ,F30 - F39, ,1580,141.47, ,1150,102.97, ,180,16.12, 
2008/09,S08000021, ,F40 - F49, ,260,23.28, ,200,17.91, ,20,1.79, 
2008/09,S08000021, ,F00 - F09 or Chapter G and second position F00, ,690,61.78, ,570,51.04, ,350,31.34, 
2008/09,S08000021, ,Non F Codes, ,620,55.51, ,420,37.61, ,140,12.54, 
2008/09,S08000021, ,"F50 - F59, F70 - F99", ,80,7.16, ,60,5.37, ,20,1.79, 
2008/09,S08000021, ,F20 - F29, ,1540,137.89, ,1060,94.91, ,380,34.02, 
2008/09,S08000022, ,All Codes,d,1350,426.02, ,1070,337.66, ,230,72.58, 
2008/09,S08000022, ,F60 - F69, ,130,41.02, ,80,25.25, ,10,3.16, 
2008/09,S08000022, ,F10 - F19, ,250,78.89, ,220,69.42, ,10,3.16, 
2008/09,S08000022, ,F30 - F39, ,270,85.2, ,220,69.42, ,30,9.47, 
2008/09,S08000022, ,F40 - F49, ,90,28.4, ,70,22.09, ,10,3.16, 
2008/09,S08000022, ,F00 - F09 or Chapter G and second position F00, ,220,69.42, ,190,59.96, ,90,28.4, 
2008/09,S08000022, ,Non F Codes, ,70,22.09, ,60,18.93, ,10,3.16, 
2008/09,S08000022, ,"F50 - F59, F70 - F99", ,10,3.16, ,10,3.16, ,0,0, 
2008/09,S08000022, ,F20 - F29, ,310,97.83, ,220,69.42, ,70,22.09, 
2008/09,S08000023, ,All Codes,d,2460,381.63, ,1810,280.79, ,430,66.71, 
2008/09,S08000023, ,F60 - F69, ,60,9.31, ,30,4.65, ,10,1.55, 
2008/09,S08000023, ,F10 - F19, ,480,74.46, ,380,58.95, ,40,6.21, 
2008/09,S08000023, ,F30 - F39, ,850,131.86, ,610,94.63, ,80,12.41, 
2008/09,S08000023, ,F40 - F49, ,130,20.17, ,100,15.51, ,10,1.55, 
2008/09,S08000023, ,F00 - F09 or Chapter G and second position F00, ,280,43.44, ,240,37.23, ,160,24.82, 
2008/09,S08000023, ,Non F Codes, ,180,27.92, ,140,21.72, ,30,4.65, 
2008/09,S08000023, ,"F50 - F59, F70 - F99", ,10,1.55, ,10,1.55, ,0,0, 
2008/09,S08000023, ,F20 - F29, ,460,71.36, ,310,48.09, ,120,18.62, 
2008/09,S08000024, ,All Codes,d,3590,443.81, ,2620,323.89, ,660,81.59, 
2008/09,S08000024, ,F60 - F69, ,200,24.72, ,120,14.83, ,20,2.47, 
2008/09,S08000024, ,F10 - F19, ,680,84.06, ,550,67.99, ,20,2.47, 
2008/09,S08000024, ,F30 - F39, ,900,111.26, ,660,81.59, ,100,12.36, 
2008/09,S08000024, ,F40 - F49, ,240,29.67, ,190,23.49, ,10,1.24, 
2008/09,S08000024, ,F00 - F09 or Chapter G and second position F00, ,630,77.88, ,430,53.16, ,290,35.85, 
2008/09,S08000024, ,Non F Codes, ,100,12.36, ,70,8.65, ,30,3.71, 
2008/09,S08000024, ,"F50 - F59, F70 - F99", ,50,6.18, ,40,4.94, ,10,1.24, 
2008/09,S08000024, ,F20 - F29, ,790,97.66, ,560,69.23, ,190,23.49, 
2008/09,S08000027, ,All Codes,d,2170,539.92, ,1650,410.54, ,340,84.6, 
2008/09,S08000027, ,F60 - F69, ,100,24.88, ,50,12.44, ,0,0, 
2008/09,S08000027, ,F10 - F19, ,540,134.36, ,410,102.01, ,20,4.98, 
2008/09,S08000027, ,F30 - F39, ,580,144.31, ,420,104.5, ,70,17.42, 
2008/09,S08000027, ,F40 - F49, ,130,32.35, ,110,27.37, ,10,2.49, 
2008/09,S08000027, ,F00 - F09 or Chapter G and second position F00, ,320,79.62, ,280,69.67, ,110,27.37, 
2008/09,S08000027, ,Non F Codes, ,90,22.39, ,80,19.9, ,30,7.46, 
2008/09,S08000027, ,"F50 - F59, F70 - F99", ,20,4.98, ,20,4.98, ,0,0, 
2008/09,S08000027, ,F20 - F29, ,400,99.52, ,280,69.67, ,100,24.88, 
2008/09,S08000028, ,All Codes,d,90,329.91, ,80,293.26, ,30,109.97, 
2008/09,S08000028, ,F60 - F69, ,10,36.66, ,10,36.66, ,0,0, 
2008/09,S08000028, ,F10 - F19, ,0,0, ,0,0, ,0,0, 
2008/09,S08000028, ,F30 - F39, ,30,109.97, ,30,109.97, ,0,0, 
2008/09,S08000028, ,F40 - F49, ,0,0, ,0,0, ,0,0, 
2008/09,S08000028, ,F00 - F09 or Chapter G and second position F00, ,20,73.31, ,20,73.31, ,20,73.31, 
2008/09,S08000028, ,Non F Codes, ,10,36.66, ,0,0, ,0,0, 
2008/09,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2008/09,S08000028, ,F20 - F29, ,10,36.66, ,10,36.66, ,0,0, 
2008/09,S92000003,d,All Codes,d,23700,455.52, ,17130,329.24, ,4300,82.65, 
2008/09,S92000003,d,F60 - F69, ,1380,26.52, ,750,14.42, ,90,1.73, 
2008/09,S92000003,d,F10 - F19, ,4450,85.53, ,3510,67.46, ,210,4.04, 
2008/09,S92000003,d,F30 - F39, ,6060,116.47, ,4380,84.18, ,660,12.69, 
2008/09,S92000003,d,F40 - F49, ,1530,29.41, ,1190,22.87, ,80,1.54, 
2008/09,S92000003,d,F00 - F09 or Chapter G and second position F00, ,3290,63.23, ,2670,51.32, ,1450,27.87, 
2008/09,S92000003,d,Non F Codes, ,1330,25.56, ,950,18.26, ,410,7.88, 
2008/09,S92000003,d,"F50 - F59, F70 - F99", ,280,5.38, ,210,4.04, ,60,1.15, 
2008/09,S92000003,d,F20 - F29, ,5370,103.21, ,3480,66.89, ,1340,25.75, 
2008/09,SB0802, ,All Codes,d,140, ,:,90, ,:,150, ,:
2008/09,SB0802, ,F60 - F69, ,20, ,:,10, ,:,10, ,:
2008/09,SB0802, ,F10 - F19, ,0, ,:,0, ,:,0, ,:
2008/09,SB0802, ,F30 - F39, ,0, ,:,0, ,:,0, ,:
2008/09,SB0802, ,F40 - F49, ,0, ,:,0, ,:,0, ,:
2008/09,SB0802, ,F00 - F09 or Chapter G and second position F00, ,0, ,:,0, ,:,0, ,:
2008/09,SB0802, ,Non F Codes, ,0, ,:,0, ,:,10, ,:
2008/09,SB0802, ,"F50 - F59, F70 - F99", ,10, ,:,10, ,:,20, ,:
2008/09,SB0802, ,F20 - F29, ,100, ,:,70, ,:,100, ,:
2009/10,S08000015, ,All Codes,d,1630,437.67, ,1180,316.84, ,270,72.5, 
2009/10,S08000015, ,F60 - F69, ,110,29.54, ,60,16.11, ,10,2.69, 
2009/10,S08000015, ,F10 - F19, ,470,126.2, ,360,96.66, ,20,5.37, 
2009/10,S08000015, ,F30 - F39, ,380,102.03, ,270,72.5, ,40,10.74, 
2009/10,S08000015, ,F40 - F49, ,120,32.22, ,100,26.85, ,0,0, 
2009/10,S08000015, ,F00 - F09 or Chapter G and second position F00, ,160,42.96, ,140,37.59, ,100,26.85, 
2009/10,S08000015, ,Non F Codes, ,60,16.11, ,50,13.43, ,30,8.06, 
2009/10,S08000015, ,"F50 - F59, F70 - F99", ,10,2.69, ,10,2.69, ,0,0, 
2009/10,S08000015, ,F20 - F29, ,320,85.92, ,190,51.02, ,60,16.11, 
2009/10,S08000016, ,All Codes,d,570,501.8, ,390,343.34, ,80,70.43, 
2009/10,S08000016, ,F60 - F69, ,40,35.21, ,20,17.61, ,0,0, 
2009/10,S08000016, ,F10 - F19, ,100,88.04, ,80,70.43, ,0,0, 
2009/10,S08000016, ,F30 - F39, ,110,96.84, ,80,70.43, ,10,8.8, 
2009/10,S08000016, ,F40 - F49, ,40,35.21, ,40,35.21, ,0,0, 
2009/10,S08000016, ,F00 - F09 or Chapter G and second position F00, ,100,88.04, ,80,70.43, ,40,35.21, 
2009/10,S08000016, ,Non F Codes, ,20,17.61, ,10,8.8, ,0,0, 
2009/10,S08000016, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2009/10,S08000016, ,F20 - F29, ,170,149.66, ,70,61.63, ,20,17.61, 
2009/10,S08000017, ,All Codes,d,670,443.24, ,490,324.16, ,90,59.54, 
2009/10,S08000017, ,F60 - F69, ,100,66.16, ,50,33.08, ,0,0, 
2009/10,S08000017, ,F10 - F19, ,100,66.16, ,80,52.92, ,0,0, 
2009/10,S08000017, ,F30 - F39, ,130,86, ,110,72.77, ,10,6.62, 
2009/10,S08000017, ,F40 - F49, ,110,72.77, ,90,59.54, ,0,0, 
2009/10,S08000017, ,F00 - F09 or Chapter G and second position F00, ,100,66.16, ,70,46.31, ,30,19.85, 
2009/10,S08000017, ,Non F Codes, ,10,6.62, ,10,6.62, ,10,6.62, 
2009/10,S08000017, ,"F50 - F59, F70 - F99", ,10,6.62, ,10,6.62, ,0,0, 
2009/10,S08000017, ,F20 - F29, ,110,72.77, ,70,46.31, ,30,19.85, 
2009/10,S08000018, ,All Codes,d,1550,428.88, ,1110,307.13, ,290,80.24, 
2009/10,S08000018, ,F60 - F69, ,100,27.67, ,60,16.6, ,10,2.77, 
2009/10,S08000018, ,F10 - F19, ,230,63.64, ,170,47.04, ,0,0, 
2009/10,S08000018, ,F30 - F39, ,350,96.84, ,250,69.17, ,40,11.07, 
2009/10,S08000018, ,F40 - F49, ,140,38.74, ,120,33.2, ,10,2.77, 
2009/10,S08000018, ,F00 - F09 or Chapter G and second position F00, ,270,74.71, ,210,58.11, ,100,27.67, 
2009/10,S08000018, ,Non F Codes, ,80,22.14, ,60,16.6, ,30,8.3, 
2009/10,S08000018, ,"F50 - F59, F70 - F99", ,30,8.3, ,20,5.53, ,0,0, 
2009/10,S08000018, ,F20 - F29, ,340,94.08, ,220,60.87, ,90,24.9, 
2009/10,S08000019, ,All Codes,d,1080,367.11, ,800,271.93, ,200,67.98, 
2009/10,S08000019, ,F60 - F69, ,150,50.99, ,80,27.19, ,0,0, 
2009/10,S08000019, ,F10 - F19, ,220,74.78, ,180,61.18, ,0,0, 
2009/10,S08000019, ,F30 - F39, ,200,67.98, ,170,57.79, ,20,6.8, 
2009/10,S08000019, ,F40 - F49, ,80,27.19, ,60,20.39, ,0,0, 
2009/10,S08000019, ,F00 - F09 or Chapter G and second position F00, ,140,47.59, ,120,40.79, ,80,27.19, 
2009/10,S08000019, ,Non F Codes, ,60,20.39, ,50,17, ,20,6.8, 
2009/10,S08000019, ,"F50 - F59, F70 - F99", ,20,6.8, ,20,6.8, ,0,0, 
2009/10,S08000019, ,F20 - F29, ,220,74.78, ,140,47.59, ,70,23.79, 
2009/10,S08000020, ,All Codes,d,1830,327.25, ,1360,243.2, ,310,55.44, 
2009/10,S08000020, ,F60 - F69, ,80,14.31, ,50,8.94, ,10,1.79, 
2009/10,S08000020, ,F10 - F19, ,140,25.04, ,120,21.46, ,10,1.79, 
2009/10,S08000020, ,F30 - F39, ,690,123.39, ,520,92.99, ,70,12.52, 
2009/10,S08000020, ,F40 - F49, ,100,17.88, ,80,14.31, ,10,1.79, 
2009/10,S08000020, ,F00 - F09 or Chapter G and second position F00, ,290,51.86, ,250,44.71, ,80,14.31, 
2009/10,S08000020, ,Non F Codes, ,30,5.36, ,20,3.58, ,20,3.58, 
2009/10,S08000020, ,"F50 - F59, F70 - F99", ,40,7.15, ,30,5.36, ,10,1.79, 
2009/10,S08000020, ,F20 - F29, ,450,80.47, ,280,50.07, ,100,17.88, 
2009/10,S08000021, ,All Codes,d,5680,506.09, ,4130,367.98, ,1110,98.9, 
2009/10,S08000021, ,F60 - F69, ,320,28.51, ,200,17.82, ,20,1.78, 
2009/10,S08000021, ,F10 - F19, ,1130,100.68, ,910,81.08, ,50,4.46, 
2009/10,S08000021, ,F30 - F39, ,1240,110.48, ,910,81.08, ,160,14.26, 
2009/10,S08000021, ,F40 - F49, ,260,23.17, ,190,16.93, ,20,1.78, 
2009/10,S08000021, ,F00 - F09 or Chapter G and second position F00, ,650,57.92, ,540,48.11, ,330,29.4, 
2009/10,S08000021, ,Non F Codes, ,610,54.35, ,420,37.42, ,160,14.26, 
2009/10,S08000021, ,"F50 - F59, F70 - F99", ,70,6.24, ,50,4.46, ,20,1.78, 
2009/10,S08000021, ,F20 - F29, ,1400,124.74, ,910,81.08, ,340,30.29, 
2009/10,S08000022, ,All Codes,d,1200,377.12, ,990,311.13, ,250,78.57, 
2009/10,S08000022, ,F60 - F69, ,120,37.71, ,80,25.14, ,10,3.14, 
2009/10,S08000022, ,F10 - F19, ,200,62.85, ,170,53.43, ,10,3.14, 
2009/10,S08000022, ,F30 - F39, ,270,84.85, ,230,72.28, ,40,12.57, 
2009/10,S08000022, ,F40 - F49, ,90,28.28, ,70,22, ,10,3.14, 
2009/10,S08000022, ,F00 - F09 or Chapter G and second position F00, ,200,62.85, ,180,56.57, ,80,25.14, 
2009/10,S08000022, ,Non F Codes, ,50,15.71, ,40,12.57, ,10,3.14, 
2009/10,S08000022, ,"F50 - F59, F70 - F99", ,20,6.29, ,10,3.14, ,0,0, 
2009/10,S08000022, ,F20 - F29, ,260,81.71, ,200,62.85, ,80,25.14, 
2009/10,S08000023, ,All Codes,d,2360,364.57, ,1770,273.43, ,400,61.79, 
2009/10,S08000023, ,F60 - F69, ,50,7.72, ,30,4.63, ,10,1.54, 
2009/10,S08000023, ,F10 - F19, ,500,77.24, ,400,61.79, ,20,3.09, 
2009/10,S08000023, ,F30 - F39, ,760,117.4, ,570,88.05, ,80,12.36, 
2009/10,S08000023, ,F40 - F49, ,120,18.54, ,90,13.9, ,10,1.54, 
2009/10,S08000023, ,F00 - F09 or Chapter G and second position F00, ,270,41.71, ,230,35.53, ,150,23.17, 
2009/10,S08000023, ,Non F Codes, ,150,23.17, ,110,16.99, ,30,4.63, 
2009/10,S08000023, ,"F50 - F59, F70 - F99", ,10,1.54, ,10,1.54, ,0,0, 
2009/10,S08000023, ,F20 - F29, ,500,77.24, ,340,52.52, ,100,15.45, 
2009/10,S08000024, ,All Codes,d,3330,407.83, ,2410,295.16, ,660,80.83, 
2009/10,S08000024, ,F60 - F69, ,170,20.82, ,100,12.25, ,20,2.45, 
2009/10,S08000024, ,F10 - F19, ,610,74.71, ,500,61.24, ,30,3.67, 
2009/10,S08000024, ,F30 - F39, ,870,106.55, ,640,78.38, ,80,9.8, 
2009/10,S08000024, ,F40 - F49, ,150,18.37, ,110,13.47, ,20,2.45, 
2009/10,S08000024, ,F00 - F09 or Chapter G and second position F00, ,640,78.38, ,450,55.11, ,270,33.07, 
2009/10,S08000024, ,Non F Codes, ,90,11.02, ,70,8.57, ,40,4.9, 
2009/10,S08000024, ,"F50 - F59, F70 - F99", ,60,7.35, ,50,6.12, ,10,1.22, 
2009/10,S08000024, ,F20 - F29, ,750,91.85, ,490,60.01, ,190,23.27, 
2009/10,S08000027, ,All Codes,d,2170,536.64, ,1650,408.04, ,340,84.08, 
2009/10,S08000027, ,F60 - F69, ,90,22.26, ,60,14.84, ,10,2.47, 
2009/10,S08000027, ,F10 - F19, ,540,133.54, ,400,98.92, ,20,4.95, 
2009/10,S08000027, ,F30 - F39, ,590,145.91, ,430,106.34, ,60,14.84, 
2009/10,S08000027, ,F40 - F49, ,140,34.62, ,110,27.2, ,10,2.47, 
2009/10,S08000027, ,F00 - F09 or Chapter G and second position F00, ,320,79.14, ,280,69.24, ,110,27.2, 
2009/10,S08000027, ,Non F Codes, ,100,24.73, ,80,19.78, ,30,7.42, 
2009/10,S08000027, ,"F50 - F59, F70 - F99", ,20,4.95, ,20,4.95, ,0,0, 
2009/10,S08000027, ,F20 - F29, ,360,89.03, ,260,64.3, ,100,24.73, 
2009/10,S08000028, ,All Codes,d,70,255.29, ,60,218.82, ,20,72.94, 
2009/10,S08000028, ,F60 - F69, ,0,0, ,0,0, ,0,0, 
2009/10,S08000028, ,F10 - F19, ,10,36.47, ,0,0, ,0,0, 
2009/10,S08000028, ,F30 - F39, ,20,72.94, ,20,72.94, ,0,0, 
2009/10,S08000028, ,F40 - F49, ,0,0, ,0,0, ,0,0, 
2009/10,S08000028, ,F00 - F09 or Chapter G and second position F00, ,20,72.94, ,20,72.94, ,20,72.94, 
2009/10,S08000028, ,Non F Codes, ,10,36.47, ,0,0, ,0,0, 
2009/10,S08000028, ,"F50 - F59, F70 - F99", ,0,0, ,0,0, ,0,0, 
2009/10,S08000028, ,F20 - F29, ,10,36.47, ,10,36.47, ,0,0, 
2009/10,S92000003,d,All Codes,d,22290,426.04, ,16100,307.73, ,4160,79.51, 
2009/10,S92000003,d,F60 - F69, ,1340,25.61, ,760,14.53, ,100,1.91, 
2009/10,S92000003,d,F10 - F19, ,4250,81.23, ,3350,64.03, ,190,3.63, 
2009/10,S92000003,d,F30 - F39, ,5630,107.61, ,4100,78.37, ,610,11.66, 
2009/10,S92000003,d,F40 - F49, ,1360,25.99, ,1040,19.88, ,100,1.91, 
2009/10,S92000003,d,F00 - F09 or Chapter G and second position F00, ,3150,60.21, ,2550,48.74, ,1390,26.57, 
2009/10,S92000003,d,Non F Codes, ,1270,24.27, ,900,17.2, ,440,8.41, 
